,Bacteria,NP_Synthesis,Drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,method,ZOI_drug,ZOI_drug_NP,MDR_check
481,Micrococcus luteus,green_synthesis  using fungus Trichoderma,Erythromycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,8.0,9.0,0
482,Micrococcus luteus,green_synthesis from fungus Trichoderma viride,Erythromycin,Organooxygen compounds,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,8.0,9.0,0
483,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,9.0,9.0,0
484,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,9.0,9.0,0
485,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,9.0,9.0,0
486,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
487,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
488,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
489,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
490,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
491,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
492,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
493,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
494,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
495,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
496,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,8.0,0
497,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,8.0,8.0,0
498,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,8.0,8.0,0
499,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,8.0,8.0,0
500,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,8.0,8.0,0
501,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,8.0,8.0,0
502,Vibrio cholerae,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,8.0,8.0,0
503,Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,32.0,8.0,0
504,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,32.0,8.0,0
505,Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,64.0,8.0,0
506,Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,64.0,8.0,0
507,Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,8.0,1
508,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,32.0,8.0,1
509,Escherichia coli,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,32.0,8.0,1
510,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,32.0,8.0,1
511,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,32.0,8.0,1
512,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,20.0,40.0,spherical,MIC,500.0,7.81,1
513,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
514,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
515,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
516,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
517,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
518,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
519,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
520,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
521,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
522,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,7.0,0
523,Staphylococcus aureus,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20.0,10.0,78.9,spherical,well_diffusion,0.46,4.8,0
524,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Imipenem,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,8.0,4.0,0
525,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Imipenem,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,8.0,4.0,0
526,Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Imipenem,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,16.0,4.0,0
527,Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Imipenem,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,16.0,4.0,0
528,Acinetobacter baumannii,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,4.0,1
529,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,4.0,2.0,0
530,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,4.0,2.0,0
531,Acinetobacter baumannii,green_synthesis using extract of acinetobacter baumannii,Imipenem,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,8.0,2.0,0
532,Escherichia coli,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,8.0,2.0,0
533,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,8.0,2.0,0
534,Escherichia coli,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,8.0,2.0,0
535,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,8.0,2.0,0
536,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,8.0,2.0,0
537,Acinetobacter baumannii,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,32.0,2.0,0
538,Acinetobacter baumannii,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,64.0,2.0,0
539,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,32.0,2.0,1
540,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,mupirocin,Fatty Acyls,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.0,1.75,0
541,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Neomycin,NC,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.0,1.75,0
542,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,1.0,1.0,0
543,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,1.0,1.0,0
544,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,2.0,1.0,0
545,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,2.0,1.0,0
546,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,2.0,1.0,0
547,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,8.0,1.0,0
548,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,colistin ,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,8.0,1.0,0
549,Staphylococcus epidermidis,chem_synthesis by silver nitrate,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,20.0,40.0,spherical,MIC,125.0,0.97,1
550,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,1.25,0.8,0
551,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.6,0
552,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.6,0
553,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,1.25,0.6,0
554,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,1.25,0.6,0
555,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.3125,0.5,0
556,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,1.0,0.5,0
557,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,2.0,0.5,0
558,Escherichia coli,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,2.0,0.5,0
559,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,4.0,0.5,0
560,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.4,0
561,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.3125,0.3,0
562,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.3125,0.3,0
563,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,cefazolin,Lactams,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.3,0
564,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.3,0
565,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,mupirocin,Fatty Acyls,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.3,0
566,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Neomycin,NC,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.3,0
567,Staphylococcus aureus,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.625,0.3,0
568,Streptococcus uberis,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,0.25,0.25,0
569,Streptococcus uberis,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,0.25,0.25,0
570,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,0.25,0.25,0
571,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,1.0,0.25,0
572,Salmonella enterica,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,1.0,0.25,0
573,Staphylococcus aureus,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,1.0,0.25,0
574,Salmonella typhimurium,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,1.0,0.25,0
575,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,4.0,0.25,0
576,Actinobacillus pleuropneumoniae,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,8.0,0.25,1
577,Enterococcus faecalis,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,8.0,0.25,0
578,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Amoxicillin,Lactams,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,0.25,0.125,0
579,Staphylococcus aureus,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,1.0,0.125,0
580,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,mupirocin,Fatty Acyls,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,0.3125,0.1,0
581,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,0.03,0.03,0
582,Pasteurella Multocida,chem_synthesis_reduction_by_D_maltose,Penicillin,Carboxylic acids and derivatives,360.88275862068963,33.77049180327869,15.0,30.0,spherical,MIC,0.03,0.03,0
583,Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Neomycin,NC,360.88275862068963,33.77049180327869,5.0,80.0,spherical,MIC,2.5,0.0,0
